Age,Sex,Edu_level,Highest_math,Curr_math,Ethnicity,Race,Income,MathAnx_score,ReadAnx_score,TraitAnx_score,SocDsr_score,TestAnx_score,points,easy_math_cnt,easy_word_cnt,easy_acc_math,easy_acc_word,easy_RT_math,easy_RT_word,hard_math_cnt,hard_word_cnt,hard_level_math,hard_level_word,hard_acc_math,hard_acc_word,hard_RT_math,hard_RT_word,hcp_h2e2_math,hcp_h3e2_math,hcp_h4e2_math,hcp_h5e2_math,hcp_h6e2_math,hcp_h456e2_math,hcp_h2e2_word,hcp_h3e2_word,hcp_h4e2_word,hcp_h5e2_word,hcp_h6e2_word,hcp_h456e2_word
27,2,4,6,2,2,5,5,1.52,1.2,27,27,26,404,26,26,1,1,2344,2069,44,44,3.8182,4.3864,0.6818,0.7727,4366,3452,0,0.6,1,0.8,1,0.9333,0.1,0.4,1,0.9,1,0.9667
27,1,4,7,2,2,5,2,1.72,2,46,17,33,402,26,25,1,1,2060,1873,44,45,4.0682,4.5556,0.7273,0.6889,4481,3268,0,0.4,1,1,1,1,0,0.5,1,1,1,1
23,2,4,6,1,2,2,5,2.8,2.6,44,18,41,421,26,27,1,1,1787,1724,44,43,4.2045,4.5814,0.7273,0.7674,3760,3024,0.1,0.3,1,1,1,1,0.2,0.2,1,1,0.9,0.9667
29,2,3,6,2,2,5,5,1.56,1.28,24,18,26,356,26,42,0.9615,0.9048,2135,2093,44,28,5.4318,2.6071,0.7273,0.6786,4579,2698,0.5,0.7,0.6,0.8,0.8,0.7333,0.2,0.3,0.3,0.4,0.6,0.4333
34,2,4,4,2,2,5,2,3.48,2.8,34,11,69,260,25,24,0.76,0.7083,3233,2692,45,46,2.2667,2.1739,0.4444,0.4348,3396,2929,0,0.5,1,1,1,1,0,0.6,1,1,1,1
23,2,2,6,2,2,5,2,2.84,2.64,72,13,53,377,25,23,1,0.7826,2830,2860,45,47,2.4444,4.0426,0.6,0.7234,3510,3499,0,0.5,1,1,1,1,0.1,0.6,1,1,1,1
29,1,4,6,2,2,5,1,3.64,2.16,25,20,72,346,25,19,0.96,0.8947,1784,1852,45,51,3,2.6667,0.6444,0.6471,2165,2002,0.6,0.8,0.9,0.6,0.6,0.7,0.8,0.7,0.9,1,0.7,0.8667
22,2,3,6,2,2,3,1,2.68,1.88,59,15,39,349,25,28,0.88,0.8929,2073,2344,45,42,3.1111,3,0.6,0.6429,3307,3521,0.2,0.3,1,1,1,1,0,0.3,1,0.9,1,0.9667
32,2,4,6,2,2,5,4,2.44,1.72,47,4,66,401,25,22,0.92,1,2772,2488,45,48,3.2444,4.375,0.7111,0.7292,4408,4133,0.1,0.4,1,1,1,1,0,0.8,1,1,1,1
34,2,3,4,2,2,5,3,2.08,1.64,35,19,42,376,25,27,0.96,0.9259,2116,2034,45,43,3.5333,3.7442,0.7333,0.6977,3646,3015,0.6,0.9,0.4,0.9,0.7,0.6667,0.5,0.7,0.6,0.8,0.7,0.7
28,1,3,6,2,2,5,4,1.88,1.76,39,21,31,394,25,35,1,0.9714,1747,1781,45,35,4.0889,4.1714,0.7556,0.6857,4377,2573,0.1,0.5,0.9,1,1,0.9667,0.1,0.1,0.4,0.9,1,0.7667
29,1,4,1,2,2,5,3,2.28,2.28,45,9,56,402,25,25,1,0.96,2327,1942,45,45,4.0667,5.2667,0.7111,0.7333,4194,3780,0.2,0.4,1,0.9,1,0.9667,0,0.6,0.9,1,1,0.9667
20,1,3,7,2,2,5,6,3,1.56,61,6,50,295,24,19,0.6667,0.8947,2342,2097,46,51,2.2609,3.1961,0.3913,0.7059,2237,2568,0.2,0.8,0.8,0.8,1,0.8667,0.7,0.9,0.7,0.9,0.9,0.8333
29,2,4,7,2,1,3,3,4.04,3.12,39,15,57,328,24,22,0.9167,0.7273,1801,1826,46,48,2.5,2.2917,0.6087,0.5625,2044,1852,0.2,0.5,0.9,1,1,0.9667,0.2,0.6,1,1,1,1
27,2,2,4,2,2,5,1,3.12,3.28,67,25,67,366,24,23,0.5833,0.8696,4464,2757,46,47,2.6957,3.3404,0.587,0.7447,4911,3866,0,0.6,1,1,1,1,0,0.8,0.9,1,1,0.9667
33,2,4,8,2,2,5,4,3.72,2,23,19,33,373,24,24,0.9167,0.8333,1987,1948,46,46,3.087,3.2609,0.6957,0.7174,2780,2444,0.3,0.6,0.8,1,0.9,0.9,0.2,0.5,1,1,0.9,0.9667
24,2,4,6,2,2,5,6,1.68,1.8,55,16,51,383,24,27,0.9167,0.963,2062,2080,46,43,3.1522,5.3256,0.6739,0.6744,3866,3912,0.1,0.6,0.9,1,1,0.9667,0.1,0.3,0.9,1,1,0.9667
32,2,2,6,2,2,6,2,2.2,2.12,52,20,32,401,24,17,1,1,1831,1737,46,53,3.587,6.3019,0.6522,0.7358,3794,3454,0.1,0.5,1,1,1,1,0.4,0.9,1,1,1,1
29,2,4,7,2,2,5,4,1.2,2.52,38,15,26,411,24,28,0.9583,0.9643,2159,2042,46,42,3.913,5.3571,0.6957,0.7619,4154,3410,0,0.6,1,1,1,1,0,0.3,0.9,1,1,0.9667
29,2,4,4,2,2,5,5,3.4,3.64,23,9,53,401,24,20,0.9583,1,1971,2096,46,50,4.7391,4.36,0.6957,0.72,4645,3219,0,0.8,0.8,1,1,0.9333,0,1,1,1,1,1
22,2,4,7,2,2,3,6,1.8,1.28,28,23,27,427,24,25,1,0.92,4753,2965,46,45,5.7609,3.8889,0.8043,0.7333,4953,4779,0.1,0.7,0.9,0.9,1,0.9333,0,0.7,0.9,0.9,1,0.9333
33,2,2,2,2,1,5,3,3.4,3.8,42,14,59,447,24,25,1,0.84,2208,2372,46,45,6.1957,3.9111,0.9565,0.7333,5502,3276,0,0.8,0.9,0.9,1,0.9333,0,0.6,1,0.9,1,0.9667
33,2,3,4,2,2,5,2,1.28,1,29,28,22,334,23,20,0.6957,0.85,3455,2250,47,50,2.234,3.14,0.5319,0.68,3931,2632,0,1,1,0.9,0.8,0.9,0.2,0.9,0.9,1,1,0.9667
33,1,3,4,2,2,5,3,2.92,1.6,32,6,33,348,23,20,0.9565,0.9,2300,1984,47,50,2.5319,4.42,0.5106,0.7,2564,2914,0.3,0.5,0.9,1,1,0.9667,0.3,0.7,1,1,1,1
22,2,4,7,2,2,5,6,3,3,56,12,59,381,23,27,0.9565,0.9259,2179,1952,47,43,2.6596,3.0465,0.617,0.7209,3279,2242,0.1,0.6,1,1,1,1,0,0.3,1,1,1,1
25,2,2,3,2,2,5,2,2.52,4.24,75,16,52,369,23,23,0.913,1,2761,2184,47,47,2.766,4.0213,0.6596,0.7021,4126,3270,0.3,0.6,0.9,1,0.9,0.9333,0.1,0.9,0.8,0.9,1,0.9
25,1,5,7,2,2,5,6,1.56,1.64,26,17,29,413,23,22,1,1,1888,1843,47,48,3.2766,5.2708,0.7021,0.75,3622,2607,0,0.7,1,1,1,1,0,0.8,1,1,1,1
25,2,3,6,2,2,5,3,1,1.24,52,24,22,390,23,20,1,0.9,2313,2871,47,50,3.4468,3.72,0.6809,0.72,4125,2865,0,0.8,1,0.9,1,0.9667,0.1,0.9,1,1,1,1
29,2,3,6,2,1,5,5,1.48,1.8,27,25,28,397,23,20,0.913,1,2053,1794,47,50,4.2766,3.6,0.7234,0.7,3580,2632,0.2,0.8,0.8,0.9,1,0.9,0.2,1,0.8,1,1,0.9333
34,1,4,6,2,2,5,4,2.16,2.76,68,8,48,392,23,26,0.9565,1,2281,1960,47,44,5.5745,5.8182,0.7447,0.6818,5369,4050,0,0.9,1,0.9,0.9,0.9333,0,1,0.8,0.9,0.7,0.8
23,1,5,7,1,2,5,2,2.76,2.92,69,10,68,439,23,19,0.8261,0.8947,3997,2233,47,51,6.9149,3.2353,0.9787,0.7059,4472,2688,0.1,0.7,1,1,0.9,0.9667,0.2,1,1,0.9,1,0.9667
26,1,4,5,1,1,6,2,4.88,1,57,11,40,336,22,23,0.7273,0.8696,2298,1973,48,47,2.3125,3.2128,0.5833,0.6383,2497,2083,0.5,0.9,0.8,0.8,0.8,0.8,0.5,0.8,0.7,0.8,0.9,0.8
24,2,2,8,2,2,5,7,2.44,3.04,49,22,44,352,22,26,0.8636,0.9231,2371,2449,48,44,2.4792,2.6818,0.625,0.6364,3671,3052,0.2,0.8,0.9,0.9,1,0.9333,0.2,0.6,1,0.8,0.8,0.8667
33,2,3,4,2,2,5,4,2.56,1.16,35,18,33,377,22,18,0.9545,0.9444,2088,2312,48,52,2.4792,3.1154,0.625,0.7115,3177,2705,0,0.9,1,0.9,1,0.9667,0.3,0.9,1,1,1,1
29,2,3,4,2,2,5,2,2.76,1.64,43,19,36,361,22,20,0.7273,0.75,2879,2209,48,50,2.5833,3.44,0.625,0.68,3660,3051,0,0.8,1,1,1,1,0,1,1,1,1,1
33,1,3,2,2,2,5,4,3,1.08,32,20,25,386,22,23,0.9091,0.9565,2395,2527,48,47,2.7083,2.7872,0.6667,0.6809,4262,3251,0.3,0.7,0.9,1,0.9,0.9333,0,1,0.8,0.9,1,0.9
28,1,4,6,1,2,5,2,1.84,1.44,46,10,34,400,22,18,1,1,2044,2004,48,52,3.2917,4.5577,0.7083,0.75,4227,2654,0.4,0.9,1,0.8,0.7,0.8333,0.4,0.9,1,0.9,1,0.9667
30,1,4,4,2,1,5,3,3.76,3.6,56,16,67,409,22,18,0.9545,0.8889,2228,2254,48,52,3.5,4.5769,0.7292,0.75,3391,2877,0.4,0.7,0.9,0.8,1,0.9,0.4,0.8,1,1,1,1
31,2,5,6,2,2,5,6,1.4,1.92,21,26,27,398,22,29,1,1,2072,2049,48,41,3.5625,4.439,0.6875,0.7317,4326,3382,0,0.8,1,1,1,1,0.2,0.3,0.9,0.8,0.9,0.8667
34,2,5,6,2,2,5,6,2.4,2.28,55,23,36,436,22,24,1,0.9583,2180,2150,48,46,4.9167,5.1304,0.8542,0.7391,4757,3797,0.2,0.7,0.9,1,1,0.9667,0,0.7,0.9,1,1,0.9667
26,2,4,7,2,2,5,5,2.08,2.6,43,17,46,431,22,24,0.9545,0.8333,3127,2928,48,46,6.6458,2.8696,0.9583,0.6522,4413,3803,0.2,0.6,1,1,1,1,0.1,0.6,1,0.9,1,0.9667
24,1,4,6,2,2,2,6,2.04,1.32,49,15,40,429,22,38,0.9545,0.9474,1921,1946,48,32,6.875,4.9375,0.9583,0.6875,4375,3646,0,0.9,0.9,1,1,0.9667,0,0.7,0.6,0.4,0.5,0.5
22,1,4,5,2,2,5,4,3,2.48,64,15,75,411,22,26,1,0.8077,4440,2738,48,44,6.875,2.5682,0.9375,0.5909,5018,3328,0.2,0.6,1,1,1,1,0.1,0.5,0.9,0.9,1,0.9333
25,2,2,5,2,2,5,1,4.08,2.24,62,19,43,257,21,18,0.2381,0.9444,1748,2719,49,52,2.1837,2.5192,0.3878,0.5962,1751,3420,0.6,0.9,0.8,0.7,0.9,0.8,0.5,1,0.9,0.9,0.9,0.9
24,1,2,6,2,1,5,2,3.24,3.36,42,21,65,306,21,22,0.8571,0.8182,2518,2405,49,48,2.3878,2.9792,0.4694,0.5833,2928,2441,0,1,0.9,1,1,0.9667,0,0.9,0.9,1,1,0.9667
23,2,4,7,2,1,5,6,1.48,1.36,34,7,37,376,21,22,0.8571,0.9545,2812,2298,49,48,2.449,4.4583,0.5714,0.7292,4291,3170,0,0.9,1,1,1,1,0,0.9,0.9,1,1,0.9667
31,2,2,2,2,2,5,1,3.52,4.56,63,17,56,347,21,24,0.9048,0.875,1903,1816,49,46,2.551,3.6087,0.551,0.6522,2220,1883,0,0.9,1,1,1,1,0.2,0.5,0.9,1,1,0.9667
29,2,3,5,2,2,5,2,3.6,2.72,44,13,55,378,21,20,0.9048,0.95,2478,2338,49,50,2.6939,3.46,0.6327,0.7,3639,3378,0.1,0.8,1,1,1,1,0,1,1,1,1,1
27,1,4,6,2,2,2,4,2.44,1.56,57,21,41,362,21,18,1,0.8333,1784,2442,49,52,2.7347,2.5,0.6735,0.5577,2768,2772,0.1,0.9,1,1,0.9,0.9667,0.2,1,1,1,1,1
28,1,4,6,2,2,5,2,2.4,1.92,67,5,53,372,21,20,0.9048,1,2530,2443,49,50,2.7959,4.5,0.6327,0.72,4762,3241,0.3,1,0.9,0.9,0.8,0.8667,0.3,0.9,1,1,0.8,0.9333
32,1,3,6,2,2,5,4,1.68,1.8,56,3,30,384,21,20,0.9524,0.85,2714,2498,49,50,2.9388,2.82,0.6735,0.66,4393,2717,0,0.9,1,1,1,1,0.2,0.8,1,1,1,1
28,1,3,4,2,2,5,4,3.16,1.2,46,10,41,384,21,17,0.8571,0.9412,2114,2298,49,53,2.9796,5.2264,0.6735,0.7358,4264,3645,0.1,0.8,1,1,1,1,0.3,1,1,1,1,1
30,1,2,2,2,2,5,3,2.92,2.76,28,22,76,392,21,17,0.9524,0.9412,2534,2705,49,53,3.3061,2.9623,0.7143,0.6604,4133,3183,0,0.9,1,1,1,1,0.3,1,1,1,1,1
24,1,4,4,2,2,5,4,4,2.6,59,5,60,403,21,21,1,1,2427,2024,49,49,3.4286,4.6531,0.6531,0.6939,3873,3548,0,0.9,1,1,1,1,0,1,0.9,1,1,0.9667
27,2,3,6,2,2,5,1,1.92,2.16,68,10,40,405,21,29,0.9524,0.9655,2362,2080,49,41,3.551,4.8293,0.7143,0.7317,4674,3537,0,0.9,1,1,1,1,0,0.1,1,1,1,1
33,2,4,6,2,3,5,2,1.12,1.12,23,28,22,395,21,20,0.9524,1,2249,2347,49,50,3.898,5.8,0.6939,0.7,4027,3281,0,1,1,1,0.9,0.9667,0,1,1,1,1,1
33,2,2,4,2,2,5,2,1.72,1.24,46,9,41,389,21,21,0.6667,0.8571,5926,2424,49,49,4.0204,3,0.7551,0.6939,5932,2912,0,0.9,1,1,1,1,0,0.9,1,1,1,1
31,1,4,6,2,2,5,6,2.48,2.16,56,20,31,403,21,19,1,1,2171,1789,49,51,3.9796,5.1569,0.7143,0.7059,3402,2859,0,1,0.9,1,1,0.9667,0.1,1,1,1,1,1
34,2,3,7,2,2,5,4,1.08,1,20,33,23,383,21,21,1,0.8095,1777,2136,49,49,4.0612,2.6327,0.7143,0.6327,3983,2501,0.1,0.9,0.9,1,1,0.9667,0,0.9,1,1,1,1
34,1,2,3,2,2,5,5,1.6,1.24,28,24,34,400,21,18,1,0.8889,2224,2251,49,52,4.4286,4.4423,0.7755,0.6923,4069,3291,0.1,1,1,0.9,0.9,0.9333,0.2,1,1,1,1,1
26,1,3,4,2,2,5,4,2.76,2.64,34,23,43,326,21,28,0.7619,0.6786,3757,2408,49,42,4.5306,2.3095,0.7959,0.4286,4471,2453,0.3,0.7,0.9,1,1,0.9667,0.3,0.6,0.7,0.9,0.7,0.7667
33,1,5,5,2,2,5,6,2.88,2.16,56,15,58,438,21,18,1,1,2004,1801,49,52,5.9592,5.2115,0.898,0.7115,4539,3095,0,1,0.9,1,1,0.9667,0.2,1,1,1,1,1
33,2,3,4,2,2,5,2,4.08,2.56,60,11,50,442,21,20,0.8571,0.8,5129,2526,49,50,6.6122,3,0.9592,0.68,5237,3280,0,1,1,0.9,1,0.9667,0.1,1,0.9,1,1,0.9667
22,1,3,6,2,2,5,3,3.2,1.48,53,16,56,439,21,21,0.9048,0.9524,4470,2110,49,49,6.7959,3.5102,0.9184,0.6735,4657,2502,0,1,1,1,0.9,0.9667,0,0.9,1,1,1,1
21,1,3,4,2,1,6,4,2.28,1,20,29,33,469,21,20,1,0.95,3401,2167,49,50,6.9796,3.88,1,0.7,4507,3530,0,1,0.9,1,1,0.9667,0,1,1,1,1,1
33,2,5,5,2,2,5,4,2.88,1.92,46,18,41,319,20,20,0.8,0.95,2635,2402,50,50,2.12,3.54,0.36,0.72,3040,2991,0,1,1,1,1,1,0,1,1,1,1,1
31,2,2,6,2,2,5,2,1.4,1.8,45,10,30,318,20,26,0.85,0.8462,3267,2970,50,44,2.32,3.5455,0.48,0.6591,4675,4120,0.5,0.5,1,1,1,1,0.1,0.5,0.9,1,0.9,0.9333
24,1,4,4,2,2,3,2,2.92,2.04,44,19,52,294,20,18,1,0.7222,3779,2704,50,52,2.44,2.4231,0.52,0.5192,3959,3154,0.5,0.9,0.9,0.8,0.9,0.8667,0.6,0.8,1,0.9,0.9,0.9333
30,1,4,2,2,2,3,2,4.28,4.28,35,16,80,331,20,15,0.8,0.8,1826,1878,50,55,2.46,3.1455,0.6,0.6182,2254,1941,0.7,1,0.9,0.5,0.9,0.7667,0.7,0.9,1,0.9,1,0.9667
29,2,4,6,2,2,3,2,2.48,1.68,53,19,58,383,20,20,0.9,0.9,2615,2292,50,50,2.64,3.78,0.64,0.68,4243,3949,0,1,1,1,1,1,0,1,1,1,1,1
31,2,4,6,2,1,5,3,1.52,1.24,24,21,23,381,20,19,0.95,0.9474,2093,2330,50,51,2.64,2.9608,0.62,0.6863,4154,2915,0.2,0.9,1,0.9,1,0.9667,0.1,1,1,1,1,1
30,3,5,6,2,1,5,2,2.52,1.32,42,13,29,385,20,19,0.95,0.8421,2012,1875,50,51,2.6,3.3529,0.64,0.7059,3708,2238,0,1,1,1,1,1,0.1,1,1,1,1,1
26,1,3,6,2,2,5,3,1.52,1.08,44,16,37,381,20,17,0.95,0.8824,2000,2245,50,53,2.9,3.9057,0.68,0.6792,2814,3345,0.1,1,1,1,0.9,0.9667,0.3,1,1,1,1,1
28,1,4,4,2,2,5,3,1.56,2.88,31,29,33,367,20,20,0.9,1,2160,1808,50,50,2.96,3.4,0.62,0.66,3278,2452,0.1,0.9,1,1,1,1,0.1,0.9,1,1,1,1
32,1,3,3,2,2,5,2,1.64,1.52,63,3,61,392,20,19,1,1,2078,2088,50,51,3.04,3.7255,0.66,0.7059,3539,2992,0.2,0.9,0.9,1,1,0.9667,0.2,1,1,0.9,1,0.9667
24,1,4,5,2,2,5,4,3.68,2.44,61,15,53,420,20,19,0.95,1,1947,1950,50,51,3.04,5.1961,0.72,0.8039,3811,3188,0,1,1,1,1,1,0.1,1,1,1,1,1
34,1,3,2,2,2,5,5,2.68,2.68,24,14,64,390,20,20,1,0.8,2359,3125,50,50,3.18,2.94,0.68,0.68,4703,4343,0,1,1,1,1,1,0,1,1,1,1,1
22,2,3,6,2,1,5,1,2.12,2.04,57,4,33,403,20,21,1,1,1713,1682,50,49,3.64,5.8776,0.68,0.7551,4518,3091,0,1,1,1,1,1,0,0.9,1,1,1,1
27,2,2,4,2,1,6,2,1.28,1.24,20,30,23,395,20,22,0.95,0.9545,2496,2621,50,48,3.68,3.9583,0.7,0.7083,4001,3664,0,1,1,1,1,1,0,1,1,0.8,1,0.9333
27,2,4,4,2,2,5,3,3.92,1.08,43,22,46,370,20,10,1,1,2226,1821,50,60,3.7,4.1167,0.68,0.7,4465,3715,0.6,1,0.6,0.9,0.9,0.8,1,1,1,1,1,1
25,1,3,6,2,1,5,1,1.72,1.4,63,16,27,407,20,18,1,1,2127,2014,50,52,3.84,4.5,0.7,0.6731,4751,3787,0,1,1,1,1,1,0.2,1,1,1,1,1
30,2,5,6,2,2,5,6,1.76,2.28,36,0,25,421,20,20,1,1,2169,1990,50,50,4.38,5.2,0.76,0.72,4155,3483,0,1,1,1,1,1,0.1,0.9,1,1,1,1
23,2,3,7,2,2,2,3,2.8,2.52,66,17,64,389,20,20,0.95,0.95,1994,1894,50,50,4.78,2.84,0.74,0.64,4417,3148,0,1,1,1,1,1,0.1,1,1,1,0.9,0.9667
29,2,3,6,2,2,3,3,1.48,1.4,50,2,30,413,20,19,1,1,1810,1731,50,51,4.78,5.8627,0.72,0.7451,3903,3266,0,1,1,1,1,1,0.1,1,1,1,1,1
27,2,3,7,2,1,5,3,2.08,2.04,58,19,43,412,20,18,0.85,1,2671,1916,50,52,4.82,3.6346,0.78,0.6923,4128,2871,0.1,0.9,1,1,1,1,0.3,1,1,1,0.9,0.9667
25,2,3,7,2,2,2,6,1.44,1.44,53,16,27,422,20,20,1,0.95,2003,1986,50,50,5,5.28,0.78,0.72,4047,2864,0.1,0.9,1,1,1,1,0.1,0.9,1,1,1,1
28,2,4,7,2,2,5,4,2.16,3.08,26,5,33,417,20,20,1,1,1797,1906,50,50,6.24,4.82,0.72,0.76,4404,2867,0,1,1,1,1,1,0,1,1,1,1,1
32,2,4,6,2,2,5,5,2.48,2.44,31,31,31,341,19,15,0.9474,0.9333,2176,2313,51,55,2.3137,2.6909,0.549,0.6,2203,2917,0.2,1,0.9,1,1,0.9667,0.5,1,1,1,1,1
29,2,5,7,2,2,5,5,3.12,3.28,50,17,61,351,19,19,0.8421,0.9474,2765,1792,51,51,2.3922,3.8039,0.5882,0.6667,4574,3413,0.2,0.9,1,1,1,1,0.2,0.9,1,1,1,1
24,1,4,7,1,2,2,4,1.48,1.32,51,10,40,372,19,21,1,0.9048,2001,2123,51,49,2.7059,2.9388,0.6078,0.6939,3427,2256,0.3,0.9,0.9,1,1,0.9667,0,1,0.9,1,1,0.9667
24,2,3,6,1,2,3,6,3,3.28,62,14,48,403,19,20,1,0.95,2189,2347,51,50,2.8431,4.5,0.6863,0.7,4433,3665,0.1,1,1,1,1,1,0,1,1,1,1,1
26,1,4,4,2,2,1,2,2.12,1.04,20,29,23,365,19,18,0.6842,1,5954,2242,51,52,2.9804,3.8654,0.5882,0.6538,6218,2474,0.2,1,1,0.9,1,0.9667,0.2,1,1,1,1,1
31,1,3,4,2,2,6,4,1.64,2.04,49,16,34,359,19,20,0.8421,0.9,2455,2286,51,50,3.0784,2.76,0.6667,0.64,4246,2834,0.4,0.9,0.9,1,0.9,0.9333,0.3,0.8,0.9,1,1,0.9667
31,2,2,4,2,2,5,3,1.88,1.32,55,7,37,390,19,20,0.8947,1,2295,2025,51,50,3.1373,4.38,0.6667,0.72,3635,2546,0.1,1,1,1,1,1,0.1,0.9,1,1,1,1
29,1,4,7,2,2,2,4,1,1,24,17,22,391,19,19,0.9474,0.9474,1887,1783,51,51,3.0588,4.3922,0.7059,0.7059,3418,2954,0.1,1,1,1,1,1,0.2,0.9,1,1,1,1
31,2,3,5,2,2,5,1,1.16,1.04,62,10,24,394,19,19,0.9474,1,2247,1956,51,51,3.098,4.902,0.6667,0.7255,3742,2708,0.3,0.9,1,0.9,1,0.9667,0.1,1,1,1,1,1
23,3,3,6,2,1,5,5,2.4,2.6,45,16,34,366,19,22,0.9474,0.8636,1935,1993,51,48,3.7059,2.9375,0.7059,0.6042,4070,2042,0.7,0.7,0.9,0.9,0.9,0.9,0.2,1,0.9,0.8,0.9,0.8667
34,2,3,4,2,2,5,1,1.8,2.68,47,17,38,356,19,17,0.8421,0.9412,2857,2267,51,53,3.7451,4.2264,0.6667,0.6604,4639,4051,0.4,0.9,1,0.8,1,0.9333,0.7,1,0.8,0.8,1,0.8667
24,2,4,6,2,2,5,2,3.16,3.36,46,22,58,392,19,20,1,1,1995,2039,51,50,3.9608,3.06,0.7255,0.66,4532,3498,0.1,1,1,1,1,1,0.1,1,0.9,1,1,0.9667
31,1,4,6,2,2,5,3,1.72,2.08,46,5,46,398,19,20,1,0.9,3026,2158,51,50,4.1373,2.84,0.7255,0.68,5895,4026,0.1,1,1,1,1,1,0.1,1,1,0.9,1,0.9667
24,2,2,5,2,2,5,4,2.32,3.4,44,10,49,401,19,19,1,0.8947,2061,2211,51,51,4.5882,4.1373,0.7451,0.7059,4479,3086,0.3,1,1,0.9,0.9,0.9333,0.3,0.9,1,1,0.9,0.9667
24,1,2,6,2,2,5,1,3.48,3.2,71,14,74,425,19,19,0.9474,0.9474,4842,1970,51,51,5.6667,2.5686,0.8627,0.6471,5131,2217,0.1,1,1,1,1,1,0.2,0.9,1,1,1,1
26,2,4,6,2,2,5,4,1.68,1.32,20,24,26,435,19,17,0.9474,1,4920,2924,51,53,5.7451,3.0755,0.9412,0.6604,5512,3072,0.4,0.9,1,0.9,0.9,0.9333,0.4,1,0.9,1,1,0.9667
34,1,3,4,2,2,5,4,1.88,1.92,46,12,27,437,19,20,0.9474,0.9,2816,2402,51,50,6.6078,4.12,0.8627,0.74,4257,3033,0.1,1,1,1,1,1,0.1,1,0.9,1,1,0.9667
32,2,4,8,2,2,5,1,2.16,1.6,25,14,36,348,18,19,0.8333,0.9474,2610,2162,52,51,2.25,2.6863,0.5192,0.6667,3120,3368,0.2,1,1,1,1,1,0.1,1,1,1,1,1
31,1,3,5,2,2,3,4,4.56,1.08,31,12,73,337,18,19,0.8333,0.6842,2043,2512,52,51,2.4231,2.7647,0.6538,0.5882,2862,2649,0.3,1,0.9,1,1,0.9667,0.4,1,0.8,0.9,1,0.9
31,1,4,5,2,2,3,3,1.32,1.52,30,14,30,380,18,18,0.8333,1,2853,2582,52,52,2.6923,3.8654,0.6538,0.6923,4178,3304,0.3,0.9,1,1,1,1,0.2,1,1,1,1,1
25,2,2,2,2,2,3,2,2.96,3.8,43,9,55,332,18,18,0.9444,0.8333,2121,2588,52,52,3,2.7692,0.5962,0.5769,4613,3259,0.3,1,1,0.9,1,0.9667,0.3,0.9,1,1,1,1
28,2,3,4,2,1,5,3,3.76,1.52,39,14,44,364,18,11,1,0.7273,2371,2881,52,59,3.1538,3.2712,0.6731,0.678,4360,4013,0.7,0.9,0.9,0.9,0.8,0.8667,0.9,1,1,1,1,1
33,1,5,8,2,2,5,4,2.6,2.16,47,0,40,409,18,20,1,0.95,2206,2798,52,50,3.5577,4.24,0.7308,0.74,3552,3358,0.2,1,1,1,1,1,0.1,0.9,1,1,1,1
34,2,4,7,2,2,5,5,1,1,33,27,20,411,18,21,0.9444,1,2236,2116,52,49,3.7115,4.3061,0.7115,0.7551,4093,3171,0.2,1,1,1,1,1,0,1,0.9,1,1,0.9667
30,2,2,4,2,2,5,3,2.08,1,51,11,45,406,18,19,0.9444,0.9474,1773,1687,52,51,4.0192,5.2353,0.6923,0.7647,2505,2076,0.2,1,1,1,1,1,0.1,1,1,1,1,1
30,2,4,6,2,1,5,4,1.72,1.2,20,19,25,320,17,20,0.7647,0.85,2918,2639,53,50,2.0943,3.22,0.434,0.68,2242,3041,0.3,1,1,1,1,1,0.2,0.9,1,0.9,1,0.9667
28,2,2,4,2,2,5,5,2.8,1.08,34,25,29,284,17,19,0.4706,0.8947,2374,2642,53,51,2.0755,2.6471,0.3585,0.6471,3040,3692,0.3,1,1,1,1,1,0.3,0.9,1,0.9,1,0.9667
29,2,2,1,2,2,5,1,2.6,1.52,28,19,34,285,17,19,0.5294,0.7368,2619,2684,53,51,2.3208,3.2157,0.4151,0.6471,2750,2722,0.3,1,1,1,1,1,0.1,1,1,1,1,1
23,1,3,4,2,1,5,1,4.2,3.24,61,22,76,334,17,16,1,0.625,2733,3104,53,54,2.4906,3.1852,0.566,0.6667,3766,3113,0.5,1,1,1,0.8,0.9333,0.6,1,1,0.9,0.9,0.9333
30,1,3,6,2,2,3,2,2.28,2,21,25,26,373,17,15,0.8824,0.9333,2446,2431,53,55,3.3208,4.0364,0.6981,0.6545,4422,3412,0.5,1,1,0.8,1,0.9333,0.5,1,1,1,1,1
28,2,4,7,2,2,5,4,3.52,3.68,53,14,63,382,17,22,1,0.9091,2035,2128,53,48,3.9811,3.5833,0.6981,0.6875,3943,2327,0.7,0.8,0.9,1,0.9,0.9333,0.5,0.6,0.9,0.8,1,0.9
30,1,3,4,2,2,5,2,3.48,2.76,60,12,58,352,17,18,0.7059,0.7778,5193,2762,53,52,4.3019,2.7885,0.7358,0.5962,5733,3044,0.5,1,0.9,0.9,1,0.9333,0.3,0.9,1,1,1,1
22,1,3,4,2,3,3,1,3.16,3.68,62,7,66,329,16,13,0.8125,0.6923,2895,2266,54,57,2.5185,3.2281,0.6111,0.5965,3461,2352,0.7,0.8,0.9,1,1,0.9667,0.8,1,0.9,1,1,0.9667
